Title,Rating,Votes,Duration,Genre
"Robotia, the Movie",7.7,29,86.0,Animation
Bob a Bobek ve filmu: Na stope Mrkvojeda,7.5,27,80.0,Animation
Bartali's Bicycle,7.8,5,80.0,Animation
Norbert,6.6,12,75.0,Animation
Motu Patlu & The Race to the Diamond Valley,7.8,27,72.0,Animation
Tri bogatyrya. Ni dnya bez podviga,5.7,68,61.0,Animation
Tay 2: Ebabil Takimi,5.2,38,78.0,Animation
Double Tuckerr,4.9,1200,120.0,Animation
Inanimate Insanity II: The Movie,8.4,231,106.0,Animation
Rocky and Bullwinkle,9.2,13,100.0,Animation
PAPmusic - Animation for Fashion,1.0,136,85.0,Animation
A Few Moments of Cheers,7.1,39,68.0,Animation
Uma & Haggen: Mitos,7.3,47,94.0,Animation
Dead Dead Demon's Dededede Destruction Zenpen,7.1,140,120.0,Animation
Dikkie Dik en de Verdwenen Knuffel,7.3,130,62.0,Animation
Lilla spöket Laban spökar igen,6.2,27,44.0,Animation
Kuramerukagari,5.8,82,61.0,Animation
Rocket Club: Across the Cosmos,8.4,19,68.0,Animation
Code Geass: Rozé of the Recapture - Part 1,7.6,42,74.0,Animation
"Silex and the City, le film",4.9,50,77.0,Animation
Riki Rhino: The Bird Kingdom,5.1,24,109.0,Animation
Appu,8.6,181,92.0,Animation
Nature Cat's Nature Movie Special Extraordinaire,7.3,19,53.0,Animation
Le parfum d'Irak,8.1,42,95.0,Animation
Motu Patlu & The Rise of Zombies,6.6,15,74.0,Animation
Meitantei Conan Bâsasu Kaitô Kiddo,6.1,162,81.0,Animation
Nothing Unusual,9.7,12,92.0,Animation
Mobile Suit Gundam: Silver Phantom,6.1,13,90.0,Animation
Maxxie LaWow: Drag Super-shero,8.7,58,114.0,Animation
The Greatest Surf Movie in the Universe,5.4,8,81.0,Animation
Pui Pui Molcar the Movie: Molmax,7.0,9,69.0,Animation
Young doctor's notes,3.5,6,86.0,Animation
Nie Xiaoqian,6.2,17,112.0,Animation
Gujeyeog-eseo sal-a dol-aon dwaeji,5.1,10,105.0,Animation
Into the Mortal World,6.8,154,118.0,Animation
Luv You Shankar,5.8,44,120.0,Animation
Animal Tales of Christmas Magic,6.8,50,72.0,Animation
Ya Boy Kongming! Road to Summer Sonia,7.4,40,119.0,Animation
Steal the Naughty List,6.4,119,90.0,Animation
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,9,50.0,Animation
Hello My Beautiful Creatures,6.8,170,142.0,Animation
Ugly Sweater,7.1,13,80.0,Animation
Zuzubalândia: O Filme,5.6,10,60.0,Animation
The Delegator,4.2,17,96.0,Animation
Sunburnt Unicorn,7.7,13,81.0,Animation
Love Live! Nijigasaki High School Idol Club Final Chapter Part 1,7.3,13,59.0,Animation
Bizarros Peixes das Fossas Abissais,8.1,13,75.0,Animation
Arne Alligator och djungelkompisarna,4.6,48,61.0,Animation
Code Geass: Rozé of the Recapture: Part 2,7.8,28,76.0,Animation
Day of the Diesels,7.7,10,100.0,Animation
Max Beyond,6.6,17,93.0,Animation
The Ballad of Straw Hat Sam,9.2,10,45.0,Animation
LUDA,7.2,6,86.0,Animation
Pleasant Goat and Big Big Wolf: The World Guardians,7.2,13,96.0,Animation
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,6,109.0,Animation
Astra,6.8,8,80.0,Animation
Nasreddin Hoca: Zaman Yolcusu - Kadim Medeniyetler,7.7,12,78.0,Animation
Code Geass: Rozé of the Recapture: Part 3,7.4,25,76.0,Animation
Velký Pán,7.0,8,73.0,Animation
Terra Incognita 1901,9.2,14,78.0,Animation
"Hey, Tete",6.4,9,151.0,Animation
Ninja Doomscrolling,8.1,102,96.0,Animation
Ekip: Siberay - Günes Firtinasi,6.0,14,72.0,Animation
Isle: Alpha One,8.4,7,97.0,Animation
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11,65.0,Animation
The Car Acrobatic Team Saga,7.2,11,112.0,Animation
Turbozavry. God drakona,9.2,43,48.0,Animation
2475 Dawn of Revolution,6.3,152,127.0,Animation
Let's Go! Anpanman: Baikinman and Lulun,6.5,7,64.0,Animation
Code Geass: Rozé of the Recapture: Part 4,6.6,15,70.0,Animation
Bie ba zuo wen dang hui shi er,7.2,11,89.0,Animation
Sirds likums,6.8,17,65.0,Animation
Heretic,7.0,137000,111.0,Thriller
Twisters,6.5,168000,122.0,Thriller
Conclave,7.4,152000,120.0,Thriller
Kraven the Hunter,5.5,55000,127.0,Thriller
Speak No Evil,6.8,98000,110.0,Thriller
Babygirl,5.9,53000,114.0,Thriller
The Order,6.8,43000,116.0,Thriller
Alien: Romulus,7.1,244000,119.0,Thriller
Smile 2,6.7,104000,127.0,Thriller
Civil War,7.0,237000,109.0,Thriller
Eden,6.6,1400,120.0,Thriller
2073,5.1,2500,85.0,Thriller
Venom: The Last Dance,6.0,117000,110.0,Thriller
The Beekeeper,6.3,157000,105.0,Thriller
Trap,5.8,137000,105.0,Thriller
Longlegs,6.6,185000,101.0,Thriller
Juror #2,7.0,97000,114.0,Thriller
The Count of Monte-Cristo,7.6,34000,178.0,Thriller
Furiosa: A Mad Max Saga,7.5,285000,148.0,Thriller
Carry-On,6.5,165000,119.0,Thriller
Borderlands,4.7,48000,101.0,Thriller
Blink Twice,6.5,105000,102.0,Thriller
Subservience,5.4,28000,106.0,Thriller
Abigail,6.6,97000,109.0,Thriller
The Crow,4.7,35000,111.0,Thriller
The Rule of Jenny Pen,6.3,3900,104.0,Thriller
Presence,6.1,22000,84.0,Thriller
Wolfs,6.5,83000,108.0,Thriller
Magpie,6.2,3000,90.0,Thriller
Road House,6.2,168000,121.0,Thriller
The Shrouds,6.0,1200,119.0,Thriller
Rebel Ridge,6.8,88000,131.0,Thriller
Oddity,6.7,43000,98.0,Thriller
Dead Mail,6.0,824,106.0,Thriller
Pushpa: The Rule - Part 2,6.1,56000,201.0,Thriller
Joker: Folie à Deux,5.2,160000,138.0,Thriller
Madame Web,4.0,101000,116.0,Thriller
Emilia Pérez,5.4,88000,132.0,Thriller
September 5,7.1,23000,95.0,Thriller
Lucky Baskhar,8.0,31000,148.0,Thriller
Elevation,5.6,22000,91.0,Thriller
Absolution,5.2,8100,112.0,Thriller
Ask Me What You Want,3.8,715,114.0,Thriller
A Quiet Place: Day One,6.3,150000,99.0,Thriller
Bad Boys: Ride or Die,6.5,100000,115.0,Thriller
Love Lies Bleeding,6.6,57000,104.0,Thriller
Never Let Go,5.4,15000,101.0,Thriller
Bring Them Down,6.5,3000,106.0,Thriller
It's What's Inside,6.6,42000,103.0,Thriller
Argylle,5.6,93000,139.0,Thriller
The Surfer,6.5,692,100.0,Thriller
The Luckiest Man in America,6.7,498,91.0,Thriller
The Union,5.4,53000,107.0,Thriller
Caddo Lake,6.8,42000,103.0,Thriller
Godzilla x Kong: The New Empire,6.0,122000,115.0,Thriller
A Different Man,6.9,29000,112.0,Thriller
Kingdom of the Planet of the Apes,6.9,151000,145.0,Thriller
Land of Bad,6.6,51000,113.0,Thriller
Hellboy: The Crooked Man,4.5,13000,99.0,Thriller
The Watchers,5.7,57000,102.0,Thriller
Don't Move,5.8,39000,92.0,Thriller
Distant,5.7,3200,87.0,Thriller
Immaculate,5.8,53000,89.0,Thriller
Cuckoo,5.7,26000,102.0,Thriller
Werewolves,4.4,6600,93.0,Thriller
Homestead,5.3,3600,112.0,Thriller
Survive,4.5,2500,90.0,Thriller
Sugar Baby,4.0,314,88.0,Thriller
Miller's Girl,5.2,23000,93.0,Thriller
Lake George,6.4,1200,118.0,Thriller
Monkey Man,6.8,92000,121.0,Thriller
The Devil's Bath,6.6,6300,121.0,Thriller
Succubus,4.6,1200,103.0,Thriller
Aftermath,5.1,4000,97.0,Thriller
MadS,6.4,7700,89.0,Thriller
The Killer's Game,5.8,17000,104.0,Thriller
Salem's Lot,5.6,33000,114.0,Thriller
The Instigators,6.2,38000,101.0,Thriller
The Seed of the Sacred Fig,7.6,13000,167.0,Thriller
Rich Flu,5.3,5800,116.0,Thriller
Beverly Hills Cop: Axel F,6.4,81000,118.0,Thriller
Lift,5.5,49000,107.0,Thriller
Apartment 7A,5.9,16000,107.0,Thriller
Classified,3.7,2500,105.0,Thriller
Maharaja,8.4,67000,141.0,Thriller
Sleeping Dogs,6.2,22000,110.0,Thriller
The Killer,5.7,13000,126.0,Thriller
Time Cut,5.0,19000,91.0,Thriller
Santosh,7.1,2000,128.0,Thriller
Slingshot,5.7,9500,108.0,Thriller
Die Alone,5.7,3000,90.0,Thriller
Drive-Away Dolls,5.4,23000,84.0,Thriller
F*** Marry Kill,5.3,2400,97.0,Thriller
Atlas,5.6,56000,118.0,Thriller
Arcadian,5.5,23000,92.0,Thriller
Blood Star,6.1,3800,97.0,Thriller
Cellar Door,5.3,4000,97.0,Thriller
The Deliverance,5.1,22000,112.0,Thriller
Mothers' Instinct,6.3,20000,94.0,Thriller
The Wasp,6.1,4600,96.0,Thriller
Here After,4.1,1400,93.0,Thriller
Marco,6.8,21000,145.0,Thriller
Black Dog,7.2,2900,116.0,Thriller
La cocina,7.2,2800,139.0,Thriller
Apocalypse Z: The Beginning of the End,6.1,20000,117.0,Thriller
Desert Fiends,8.1,562,106.0,Thriller
Exhuma,6.9,23000,134.0,Thriller
Dirty Angels,4.3,3400,104.0,Thriller
Canary Black,5.3,11000,101.0,Thriller
In a Violent Nature,5.6,26000,94.0,Thriller
Winnie-the-Pooh: Blood and Honey 2,4.7,11000,93.0,Thriller
Trigger Warning,4.6,19000,106.0,Thriller
Under Paris,5.2,36000,104.0,Thriller
Kalki 2898 AD,7.0,67000,180.0,Thriller
Armor,3.5,4000,89.0,Thriller
Long Gone Heroes,5.2,1100,101.0,Thriller
Sting,5.7,16000,91.0,Thriller
Afraid,5.2,14000,84.0,Thriller
11 Rebels,6.2,416,155.0,Thriller
Bonhoeffer: Pastor. Spy. Assassin.,6.2,3600,133.0,Thriller
The Correspondent,7.9,77,119.0,Thriller
Killer Heat,5.6,13000,95.0,Thriller
Logout,7.2,448,108.0,Thriller
Twilight of the Warriors: Walled In,7.0,9500,126.0,Thriller
The Shadow Strays,6.5,9200,144.0,Thriller
Electra,6.3,43,85.0,Thriller
The Silent Hour,6.1,7500,99.0,Thriller
The Corpse Washer,6.2,1200,107.0,Thriller
Colors of Evil: Red,6.4,8500,111.0,Thriller
The Painted,4.8,571,85.0,Thriller
Red Right Hand,5.5,5900,111.0,Thriller
Blackwater Lane,4.6,1900,108.0,Thriller
Force of Nature: The Dry 2,5.8,7100,120.0,Thriller
Darkest Miriam,6.0,143,87.0,Thriller
Weekend in Taipei,5.7,4700,100.0,Thriller
Night Swim,4.7,27000,98.0,Thriller
Do Patti,6.4,69000,126.0,Thriller
The Platform 2,4.9,40000,99.0,Thriller
Dead Talents Society,7.0,1900,111.0,Thriller
Things Will Be Different,5.2,2500,102.0,Thriller
Skincare,5.7,4400,96.0,Thriller
Alien: Rubicon,2.4,343,86.0,Thriller
A Sacrifice,5.0,5300,94.0,Thriller
The Mouse Trap,2.4,3300,80.0,Thriller
Breathe,4.2,7200,93.0,Thriller
Queen of Bones,4.9,197,90.0,Thriller
Sons,6.5,1800,100.0,Thriller
Dead Sea,5.2,5300,88.0,Thriller
Vanished Into the Night,5.2,4700,92.0,Thriller
Sharp Corner,7.2,85,110.0,Thriller
In Flight,3.8,139,91.0,Thriller
Harbin,6.2,646,108.0,Thriller
Uprising,6.6,5600,126.0,Thriller
McVeigh,4.5,525,90.0,Thriller
The Inheritance,4.7,2900,85.0,Thriller
No Way Up,4.6,11000,90.0,Thriller
The Girl in the Pool,4.3,1500,89.0,Thriller
Boneyard,4.1,5000,96.0,Thriller
Bedspacer,4.4,342,90.0,Thriller
Cloud,6.3,1200,124.0,Thriller
We Bury the Dead,7.2,108,94.0,Thriller
Damaged,4.7,7300,97.0,Thriller
The Exorcism,4.2,11000,95.0,Thriller
Imaginary,4.7,17000,104.0,Thriller
My Fault,4.2,7000,120.0,Thriller
Bangkok Dog,4.8,199,85.0,Thriller
Chief of Station,4.7,4600,97.0,Thriller
Take Cover,5.1,2500,90.0,Thriller
Relay,7.5,108,112.0,Thriller
The Prosecutor,6.7,1900,117.0,Thriller
Grafted,5.6,2300,96.0,Thriller
Humane,5.5,7200,93.0,Thriller
Sumala,5.8,975,112.0,Thriller
The Calendar Killer,5.4,4200,97.0,Thriller
Lembayung,5.9,716,123.0,Thriller
5lbs of Pressure,5.2,1600,111.0,Thriller
V/H/S/Beyond,5.8,9400,114.0,Thriller
Kidnapping Inc.,6.3,267,107.0,Thriller
Detained,4.9,1500,97.0,Thriller
Outside,5.1,4600,142.0,Thriller
Amber Alert,6.0,5700,90.0,Thriller
The Last Breath,4.7,2100,96.0,Thriller
Sector 36,7.1,25000,123.0,Thriller
Karma,7.9,1400,167.0,Thriller
Winner,6.5,2500,103.0,Thriller
Baby John,5.2,17000,159.0,Thriller
Bad Genius,6.2,2300,96.0,Thriller
The Courier,6.0,4400,101.0,Thriller
Cora,4.6,871,104.0,Thriller
Undercover,7.2,4100,100.0,Thriller
Kishkindha Kaandam,8.0,12000,133.0,Thriller
Viduthalai Part 2,7.9,16000,170.0,Thriller
Hold Your Breath,5.3,8600,94.0,Thriller
Shaitaan,6.5,54000,132.0,Thriller
Sookshma Darshini,7.8,10000,142.0,Thriller
The Thundermans Return,5.0,1800,70.0,Thriller
Escape,5.8,979,129.0,Thriller
Singham Again,4.7,75000,144.0,Thriller
Sew Torn,6.6,220,100.0,Thriller
Thalavan,7.2,4700,131.0,Thriller
Pusaka,5.2,125,90.0,Thriller
The Painter,4.7,2300,100.0,Thriller
The Front Room,4.6,5400,94.0,Thriller
The Roundup: Punishment,6.6,5300,109.0,Thriller
Gazer,6.0,139,114.0,Thriller
Sunrise,3.8,1100,93.0,Thriller
Sikandar Ka Muqaddar,6.0,24000,142.0,Thriller
River of Blood,5.2,1800,86.0,Thriller
Dead Money,5.8,670,100.0,Thriller
Levels,5.0,1500,93.0,Thriller
Darkness of Man,4.8,3200,109.0,Thriller
Cheat,4.2,203,105.0,Thriller
One More Shot,5.4,3700,103.0,Thriller
Zero,6.1,68,88.0,Thriller
Shelby Oaks,6.0,244,99.0,Thriller
Outbreak,4.4,842,88.0,Thriller
"I, the Executioner",6.4,1700,118.0,Thriller
Jigra,6.0,24000,153.0,Thriller
Prey,3.7,3300,86.0,Thriller
Devara Part 1,6.0,20000,176.0,Thriller
Badland Hunters,5.9,12000,107.0,Thriller
Bosco,5.6,3900,99.0,Thriller
Cinderella's Revenge,3.7,1100,85.0,Thriller
Depravity,4.3,996,117.0,Thriller
The Sand Castle,4.6,1700,98.0,Thriller
Shell,6.5,71,100.0,Thriller
Sins of the Bride,6.6,94,89.0,Thriller
A Mistake,5.5,760,101.0,Thriller
Inside,7.0,238,104.0,Thriller
Lazareth,4.4,933,86.0,Thriller
Code 8: Part II,5.7,16000,100.0,Thriller
Raqa,5.6,215,107.0,Thriller
Waves,8.0,1700,131.0,Thriller
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,104.0,Thriller
Tyler Perry's Divorce in the Black,4.6,3600,143.0,Thriller
The Price of Money: A Largo Winch Adventure,5.0,1200,100.0,Thriller
Dominique,5.3,2200,100.0,Thriller
The Clean Up Crew,4.1,1200,95.0,Thriller
Manjummel Boys,8.2,27000,135.0,Thriller
Blame the Game,5.4,5100,92.0,Thriller
Strictly Confidential,2.8,854,94.0,Thriller
Utopia,3.6,363,91.0,Thriller
Maharaj,6.5,15000,131.0,Thriller
Something in the Water,4.1,4700,86.0,Thriller
Mafia Wars,3.4,242,94.0,Thriller
Air Force One Down,4.4,2900,84.0,Thriller
Death Whisperer 2,6.4,1400,110.0,Thriller
Motel Destino,6.5,1700,115.0,Thriller
The Kingdom,7.0,774,112.0,Thriller
Joe Baby,7.4,32,86.0,Thriller
The Carters,5.5,21,75.0,Thriller
Dard,6.8,1900,156.0,Thriller
The Wages of Fear,4.6,4100,104.0,Thriller
Marmalade,6.3,3600,99.0,Thriller
Believer,4.5,386,108.0,Thriller
Night Call,6.8,2000,97.0,Thriller
DarkGame,4.6,2800,100.0,Thriller
Maldoror,7.0,624,155.0,Thriller
Midnight Taxi,5.5,81,97.0,Thriller
KA,7.1,1600,151.0,Thriller
Succubus,3.5,847,96.0,Thriller
The Soul Eater,5.9,2600,108.0,Thriller
Bogota: City of the Lost,5.4,1900,108.0,Thriller
Rippy,4.1,853,83.0,Thriller
Restless,6.7,191,89.0,Thriller
The Silent Planet,4.8,231,95.0,Thriller
Peter Five Eight,3.5,1100,100.0,Thriller
The Contract,6.7,61,105.0,Thriller
Case of Kondana,5.8,605,143.0,Thriller
Steppenwolf,6.5,261,102.0,Thriller
Saint Clare,7.6,90,92.0,Thriller
Love Me Dead,6.6,37,87.0,Thriller
Mørkeland,6.2,989,99.0,Thriller
Black Cab,4.2,1700,88.0,Thriller
Cult Killer,4.8,2800,105.0,Thriller
Guns & Moses,8.2,45,94.0,Thriller
King Ivory,7.3,63,130.0,Thriller
Latency,4.2,2600,94.0,Thriller
Article 370,7.8,25000,158.0,Thriller
Ghost Trail,6.7,847,106.0,Thriller
CTRL,6.2,6100,99.0,Thriller
Hidden Face,6.1,541,115.0,Thriller
Life After Fighting,6.4,2000,126.0,Thriller
Cinderella's Curse,3.3,1300,82.0,Thriller
Ulajh,6.0,24000,150.0,Thriller
Barron's Cove,8.2,33,116.0,Thriller
40 Acres,6.8,134,113.0,Thriller
Ghost Game,3.4,314,86.0,Thriller
Rogue Elements: A Ryan Drake Story,4.7,977,44.0,Thriller
Bramayugam,7.8,14000,139.0,Thriller
House of Spoils,5.0,3800,101.0,Thriller
Elyas,6.1,1400,105.0,Thriller
Race for Glory: Audi vs. Lancia,5.8,4700,109.0,Thriller
Compulsion,6.3,13,94.0,Thriller
Cold Wallet,5.1,489,93.0,Thriller
Parallel,5.3,1900,88.0,Thriller
Bougainvillea,6.4,3200,138.0,Thriller
Eat the Night,6.1,483,106.0,Thriller
Taboo: Family Secrets,7.4,742,95.0,Thriller
Stolen,5.7,2200,105.0,Thriller
Hard Home,4.0,636,87.0,Thriller
Why Do You?,5.3,428,103.0,Thriller
Savi,6.1,35000,126.0,Thriller
Out Come the Wolves,4.7,1500,86.0,Thriller
#AMFAD: All My Friends Are Dead,4.5,1200,91.0,Thriller
Anweshippin Kandethum,7.4,10000,142.0,Thriller
Unit 234,5.5,284,86.0,Thriller
Lights Out,4.9,1800,90.0,Thriller
Mom,5.2,187,95.0,Thriller
Butas,5.0,146,112.0,Thriller
Angels Fallen: Warriors of Peace,4.9,5800,103.0,Thriller
The Body,6.2,244,116.0,Thriller
The Greatest of All Time,5.7,22000,183.0,Thriller
Scurry,7.6,26,90.0,Thriller
Goldilocks and the Three Bears: Death and Porridge,2.1,1700,82.0,Thriller
Hijack '93,3.8,869,87.0,Thriller
Escape,6.4,2000,94.0,Thriller
We Are Wolves,3.5,263,97.0,Thriller
Laws of Man,5.2,1000,98.0,Thriller
Arena Wars,4.8,2100,96.0,Thriller
Sorgavaasal,6.6,1400,138.0,Thriller
Boundless,5.6,1900,121.0,Thriller
American Star,5.5,2500,107.0,Thriller
Saripodhaa Sanivaaram,7.0,9100,166.0,Thriller
Grave Torture,6.2,2900,117.0,Thriller
To a Land Unknown,7.3,501,105.0,Thriller
All the Lost Ones,3.7,248,106.0,Thriller
Heart of the Hunter,4.7,2200,105.0,Thriller
Freedom,5.9,1400,110.0,Thriller
Reawakening,6.2,338,90.0,Thriller
Despatch,4.3,4400,153.0,Thriller
Last Night on Earth,4.7,361,86.0,Thriller
Operation Blood Hunt,3.5,488,93.0,Thriller
Wynonna Earp: Vengeance,5.6,1500,96.0,Thriller
How to Make a Killing,6.6,732,109.0,Thriller
Guna guna istri muda,5.1,150,98.0,Thriller
She's Obsessed with My Husband,5.0,248,88.0,Thriller
Seven Cemeteries,4.6,571,84.0,Thriller
Way Home,6.6,750,98.0,Thriller
The Image of You,4.6,836,90.0,Thriller
Hijack 1971,6.8,3300,100.0,Thriller
4PM,5.8,128,111.0,Thriller
The Paradise of Thorns,7.6,1200,131.0,Thriller
Bade Miyan Chote Miyan,3.8,39000,163.0,Thriller
Amongst the Wolves,6.5,31,100.0,Thriller
Gaami,6.4,2000,147.0,Thriller
Clear Cut,3.7,556,88.0,Thriller
You Can't Run Forever,4.5,4300,102.0,Thriller
Model House,4.0,1100,85.0,Thriller
Maid Droid Origins,3.0,322,96.0,Thriller
Poison Sangga: The Homewrecker's Curse,6.9,189,118.0,Thriller
The Diary,5.0,920,82.0,Thriller
Sheriff,6.9,1100,133.0,Thriller
The Intruder,4.7,528,101.0,Thriller
Here Now,4.9,410,118.0,Thriller
Bystanders,3.9,314,82.0,Thriller
The Cut,7.0,98,99.0,Thriller
La Fianza,7.5,27,92.0,Thriller
Kanguva,4.5,15000,152.0,Thriller
Hisaab Barabar,5.8,1800,112.0,Thriller
Unspeakable: Beyond the Wall of Sleep,6.1,55,90.0,Thriller
The Sabarmati Report,6.4,24000,127.0,Thriller
Blue Lock: Episode Nagi,6.6,2500,91.0,Thriller
Crescent City,3.9,1400,103.0,Thriller
Guilty Pleasure,4.6,125,119.0,Thriller
Footage,5.4,2400,124.0,Thriller
Trapped Inn,2.7,909,115.0,Thriller
Salawahan,5.2,455,116.0,Thriller
Held Hostage in My House,4.7,133,90.0,Thriller
Yodha,5.7,8900,130.0,Thriller
Konchitsya leto,6.9,233,118.0,Thriller
Strangers,4.3,389,106.0,Thriller
1978,5.4,204,76.0,Thriller
Milk & Serial,6.6,2500,62.0,Thriller
Chime,6.4,2300,45.0,Thriller
Gumasthan,5.8,516,145.0,Thriller
Hellhound,4.3,507,103.0,Thriller
Bloodline Killer,3.8,4400,105.0,Thriller
Demise,4.1,315,135.0,Thriller
Steal Her Breath,6.2,85,110.0,Thriller
72 Hours,4.1,287,87.0,Thriller
The Bad Shepherd,4.3,790,91.0,Thriller
Love Bomb,3.0,258,75.0,Thriller
Black Heat,8.5,119,93.0,Thriller
Bonnie,7.3,37,120.0,Thriller
The Hangman,3.3,1000,92.0,Thriller
Continental Split,3.6,546,88.0,Thriller
The Ruse,8.1,111,105.0,Thriller
Mahadev Ka Gorakhpur,7.6,389,131.0,Thriller
Kryptic,6.3,98,96.0,Thriller
The Long Game,7.3,59,88.0,Thriller
The Getaway,6.5,59,86.0,Thriller
Death Down the Aisle,5.3,143,90.0,Thriller
Wanted Man,4.8,2600,85.0,Thriller
Haunted Heart,4.8,471,128.0,Thriller
Ferry 2,5.6,3800,94.0,Thriller
Cellphone,3.0,721,88.0,Thriller
12 to Midnight,3.6,284,96.0,Thriller
The Last Front,5.5,611,98.0,Thriller
A Desert,6.3,165,103.0,Thriller
Decoded,5.7,438,156.0,Thriller
Witch,5.0,1400,107.0,Thriller
Beezel,4.8,1300,81.0,Thriller
Seeds,6.6,64,82.0,Thriller
1 Million Followers,4.8,673,101.0,Thriller
The School Duel,8.6,77,90.0,Thriller
He Ain't Heavy,6.0,363,102.0,Thriller
Grassland,8.3,62,88.0,Thriller
Shark Girl,2.6,166,82.0,Thriller
2B Honest,5.7,90,125.0,Thriller
Curse of the Seven Oceans,5.5,417,94.0,Thriller
Shoutai,6.9,573,120.0,Thriller
Raayan,6.5,11000,145.0,Thriller
Went Up the Hill,6.9,78,100.0,Thriller
Drive Back,4.7,320,94.0,Thriller
Vedaa,6.0,4300,145.0,Thriller
The Good Teacher,6.6,1900,91.0,Thriller
Merry Christmas,6.9,30000,144.0,Thriller
Previously Saved Version,5.4,422,117.0,Thriller
Through the Door,3.8,78,70.0,Thriller
Everyone Is Going to Die,5.7,91,84.0,Thriller
Rest in Peace,5.8,2300,105.0,Thriller
She Came Back,5.3,93,83.0,Thriller
Please Don't Feed the Children,5.5,67,94.0,Thriller
Are You There?,7.0,49,88.0,Thriller
Jacob Tyler,4.3,59,133.0,Thriller
The Shameless,5.8,222,114.0,Thriller
Disciples in the Moonlight,4.0,646,126.0,Thriller
Bionic,4.3,1700,110.0,Thriller
Somnium,8.5,45,92.0,Thriller
Familia,6.8,306,120.0,Thriller
Within the Pines,8.2,11,73.0,Thriller
The Monster Beneath Us,5.7,425,103.0,Thriller
Possession: Kerasukan,3.5,285,94.0,Thriller
Black Eyed Susan,4.9,338,85.0,Thriller
Shadow Land,3.6,461,89.0,Thriller
Shark Warning,3.4,272,94.0,Thriller
Boksi Ko Ghar,7.8,932,116.0,Thriller
Fear,8.4,2800,115.0,Thriller
Belle,5.8,63,100.0,Thriller
Mandara,7.8,54,132.0,Thriller
Mother Father Sister Brother Frank,5.8,251,85.0,Thriller
Junction,5.2,313,98.0,Thriller
Art of Eight Limbs,4.0,316,101.0,Thriller
Serpent's Path,5.8,289,112.0,Thriller
Transplant,8.5,19,93.0,Thriller
Invasion,4.8,681,91.0,Thriller
Stranger in the Woods,3.5,1300,82.0,Thriller
Unexposed,7.7,70,63.0,Thriller
Peg O' My Heart,6.1,126,97.0,Thriller
Stepmom from Hell,4.8,142,88.0,Thriller
Eagle,5.9,4900,159.0,Thriller
Balestra,5.1,529,145.0,Thriller
Justicia artificial,5.6,465,98.0,Thriller
Faultline,5.7,97,92.0,Thriller
Don't Mess with Grandma,6.0,154,81.0,Thriller
Phir Aayi Hasseen Dillruba,5.8,6800,132.0,Thriller
Killer Influence,2.6,294,84.0,Thriller
The Stalking,3.7,41,72.0,Thriller
I Am Kathalan,6.8,1200,115.0,Thriller
Bone Lake,6.9,45,94.0,Thriller
Naam,6.3,277,136.0,Thriller
The Prodigy,5.0,29,83.0,Thriller
Last Known Location,6.1,1400,110.0,Thriller
Cadi,6.3,4300,134.0,Thriller
Svemu dodje kraj,6.5,310,89.0,Thriller
Interstate,3.7,176,84.0,Thriller
Séance Games: Metaxu,3.3,191,86.0,Thriller
Curse of the Sin Eater,4.9,754,90.0,Thriller
Till Death Do Us Part,6.1,180,90.0,Thriller
Roadkill,3.7,684,90.0,Thriller
The Windigo,4.7,702,85.0,Thriller
Brief History of a Family,6.7,424,100.0,Thriller
Following,6.5,1300,102.0,Thriller
FanGirl,4.3,35,80.0,Thriller
Conquer: Lahad Datu,6.6,515,120.0,Thriller
Last Night at Terrace Lanes,4.3,633,75.0,Thriller
Martin,2.2,36000,147.0,Thriller
Beyond the Rush,8.2,377,94.0,Thriller
Black,7.1,2800,115.0,Thriller
Gin Ke Dus,8.1,55,115.0,Thriller
Demonte Colony 2,6.6,4400,144.0,Thriller
From Embers,4.7,134,99.0,Thriller
The Haunted Apartment,6.9,104,103.0,Thriller
Three Kilometres to the End of the World,7.0,914,105.0,Thriller
Frankenstein: Legacy,3.7,201,101.0,Thriller
Nefarious,7.1,56,85.0,Thriller
Hunting with Tigers,5.6,537,109.0,Thriller
Six jours,6.4,103,95.0,Thriller
Kupu-Kupu Kertas,6.5,194,113.0,Thriller
Dancing Village: The Curse Begins,5.7,4200,122.0,Thriller
Sons of Rizk 3,6.7,1700,125.0,Thriller
Warrior Awang and Master Tok Gajah,4.6,476,118.0,Thriller
Temurun,4.6,337,85.0,Thriller
Blackout,6.1,10000,122.0,Thriller
Scorched Earth,6.7,547,101.0,Thriller
Firecracker,4.6,994,107.0,Thriller
Crakk: Jeetega... Toh Jiyegaa,4.7,6500,154.0,Thriller
Spirit in the Blood,4.7,371,98.0,Thriller
Fresh,7.9,28,98.0,Thriller
The Goat,5.7,145,91.0,Thriller
They Whisper,4.9,68,90.0,Thriller
Fit for Murder,6.0,123,101.0,Thriller
Tacoma,3.4,177,103.0,Thriller
Chapel,3.4,180,92.0,Thriller
Hunting Matthew Nichols,9.0,45,96.0,Thriller
On the Run,6.3,101,100.0,Thriller
Altered Reality,6.3,65,99.0,Thriller
